id,brand_id,category_id,subcategory_id,name_en,name_ar,model,slug,price,discount_price,description_en,description_ar,specifications_en,specifications_ar,images,active,created_at,updated_at
588,41,5,68,Self Contained Ice Machine 25 kg," ماكينة صنع الثلج ذاتية التشغيل – 25 كجم",EC 47,scotsman-ice-maker-ec-47-588,0.00,,"• Produces individual Gourmet crystal clear ice cubes.
• Resistant stainless steel exterior.
• Advanced diagnostics computerized controls.
• Front panel in and out airflow (air-cooled model only) for built-in installation.
• Front access condenser air filter, removable and washable (air cooled
model only).
• Ergonomically designed ice storage access, with disappearing door. Door-closing movement dampening system.
• Water system protected by patented anti-scale system.
• PWD - Progressive Water Discharge: pumps excess residual water up to a
distance of 15 meters.
• Legs are not included and must be ordered separately as an accessory.
• XSafe: natural sanitation system, integrated inside the ice maker and operating automatically 24/7 to keep equipment clean & safe.","مكعبات ثلج كريستالية شفافة بجودة عالية
هيكل مقاوم للصدأ من الفولاذ المقاوم للصدأ
تدفق هواء أمامي: يسمح بالتثبيت المدمج دون الحاجة إلى ترك مساحات خلفية (لطرازات التبريد بالهواء فقط)
نظام تصريف المياه PWD: يضخ المياه العادمة لمسافة تصل إلى 15 مترًا
باب تخزين منزلق بمخفف للصدمات: يوفر سهولة في الوصول للثلج
فلتر مكثف هواء أمامي: قابل للإزالة والغسيل لسهولة الصيانة
نظام حماية من الترسبات الكلسية
XSafe: نظام تعقيم طبيعي مدمج يعمل تلقائيًا للحفاظ على نظافة الجهاز
ملاحظة: الأرجل غير مشمولة ويجب طلبها بشكل منفصل
",{},{},[],true,2025-01-23 18:27:00+00,2025-02-22 03:38:39+00
589,41,5,68,EC 57 Self Contained Ice Machine 33 kg,EC 57 ماكينة صنع الثلج ذاتية التشغيل – 33 كجم,EC 57,scotsman-ice-maker-ec-57-589,0.00,,"• Produces individual Gourmet crystal clear ice cubes.
• Resistant stainless steel exterior.
• Advanced diagnostics computerized controls.
• Front panel in and out airflow (air-cooled model only) for built-in installation.
• Front access condenser air filter, removable and washable (air cooled
model only).
• Ergonomically designed ice storage access, with disappearing door. Door-closing movement dampening system.
• Water system protected by patented anti-scale system.
• PWD - Progressive Water Discharge: pumps excess residual water up to a
distance of 15 meters.
• Legs are not included and must be ordered separately as an accessory.
• XSafe: natural sanitation system, integrated inside the ice maker and operating automatically 24/7 to keep equipment clean & safe.","إنتاج مكعبات ثلج كريستالية شفافة وفاخرة
هيكل من الفولاذ المقاوم للصدأ
تقنية التشخيص المتقدم مع التحكم الإلكتروني
تدفق الهواء من الأمام للخارج والداخل (للطرازات المبردة بالهواء فقط)
فلتر مكثف هواء أمامي قابل للإزالة والغسيل
تصميم مريح مع باب تخزين منزلق ومخفف للصدمات
نظام حماية المياه من الترسبات الكلسية
PWD - Progressive Water Discharge: يضخ المياه العادمة لمسافة تصل إلى 15 مترًا
XSafe: نظام تعقيم طبيعي مدمج يعمل تلقائيًا
الأرجل غير مشمولة ويجب طلبها بشكل منفصل كإكسسوار",{},{},[],true,2025-01-23 18:32:18+00,2025-02-22 03:38:39+00
590,41,5,68,EC 87 Self Contained Ice Machine 44 kg,"  EC 87 ماكينة صنع الثلج ذاتية التشغيل – 44 كجم",EC87,scotsman-ice-maker-ec87-590,0.00,,"Front panel in and out airflow (air-cooled model only) for built-in installation.
• Front access condenser air filter, removable and washable (air cooled
model only).
• Ergonomically designed ice storage access, with disappearing door. Door-closing movement dampening system.
• Water system protected by patented anti-scale system.
• PWD - Progressive Water Discharge: pumps excess residual water up to a
distance of 15 meters.
• XSafe: natural sanitation system, integrated inside the ice maker and operating automatically 24/7 to keep equipment clean & safe.","
تدفق الهواء من الأمام للخارج والداخل (للطرازات المبردة بالهواء فقط)
فلتر مكثف هواء أمامي قابل للإزالة والغسيل
تصميم مريح مع باب تخزين منزلق ومخفف للصدمات
نظام حماية المياه من الترسبات الكلسية
PWD - Progressive Water Discharge: يضخ المياه العادمة لمسافة تصل إلى 15 مترًا
XSafe: نظام تعقيم طبيعي مدمج يعمل تلقائيًا
",{},{},[],true,2025-01-24 17:10:10+00,2025-02-22 03:38:39+00
591,41,5,68,Self Contained Ice Machine 53 kg," ماكينة صنع الثلج ذاتية التشغيل – 53 كجم",EC 107,scotsman-ice-maker-ec-107-591,0.00,,"More Information
Depth (mm)	600
Height (mm)	930
Width (mm)	531
Power Type	13 Amp (Plug)
Waste Type	Drain Pump
Total Power (kW)	0.58
Amps	10
Model Number	ECM 107 AS
Weight (Kg)	49.00","الأبعاد (العرض × العمق × الارتفاع): 531 × 600 × 930 مم
مصدر الطاقة: 13 أمبير (قابس كهربائي)
نوع التصريف: مضخة تصريف
إجمالي الطاقة: 0.58 كيلو واط
الأمبير: 10 أمبير
رقم الموديل: ECM 107 AS
الوزن الصافي: 49 كجم
",{},{},[],true,2025-01-24 17:13:56+00,2025-02-22 03:38:39+00
592,41,5,68,EC 127 Self Contained Ice Machine 75 kg," EC 127 ماكينة صنع الثلج ذاتية التشغيل – 75 كجم",EC127,scotsman-ice-maker-ec127-592,0.00,,"Front access condenser air filter, removable and washable
Water system protected by patented anti-scale system
Dimensions: 680(W) x 600(D) x 1009(H)mm
Maximum production/24hrs: 75 KG
Bin capacity: 39 KG
Refrigerant: R290
Max ambient temperature: 43°C
Power: 670 Watt
Power type: 230/50/1 - 13amp
Weight: 65 KG","فلتر مكثف هواء أمامي قابل للإزالة والغسيل
نظام حماية المياه من الترسبات الكلسية
الأبعاد: 680 (عرض) × 600 (عمق) × 1009 (ارتفاع) مم
الحد الأقصى للإنتاج خلال 24 ساعة: 75 كجم
سعة التخزين: 39 كجم
غاز التبريد: R290
الحد الأقصى لدرجة الحرارة المحيطة: 43°C
الطاقة: 670 واط
نوع الطاقة: 230/50/1 - 13 أمبير
الوزن: 65 كجم",{},{},[],true,2025-01-24 17:16:46+00,2025-02-22 03:38:39+00
593,41,5,68,EC 177 XSafe Self Contained Ice Machine 83 kg,EC 177 XSafe ماكينة صنع الثلج ذاتية التشغيل – 83 كجم,EC 177,scotsman-ice-maker-ec-177-593,0.00,,"More Information
Depth (mm)	600
Height (mm)	1080
Width (mm)	680
Power Type	1 Phase (Hard Wired)
Waste Type	Drain Pump
Total Power (kW)	0.75
Amps	16
Model Number	EC177
Weight (Kg)	70.00","
الأبعاد (العرض × العمق × الارتفاع): 680 × 600 × 1080 مم
مصدر الطاقة: طور واحد (توصيل مباشر)
نوع التصريف: مضخة تصريف
إجمالي الطاقة: 0.75 كيلو واط
الأمبير: 16 أمبير
الوزن الصافي: 70 كجم",{},{},[],true,2025-01-24 17:20:17+00,2025-02-22 03:38:39+00
594,41,5,68,Self Contained Ice Machine 145 kg," ماكينة صنع الثلج ذاتية التشغيل – 145 كجم",EC 207,scotsman-ice-maker-ec-207-594,0.00,," Produces individual Gourmet Supercube crystal clear ice cubes.
• Resistant stainless steel exterior.
• Easily accessible front ON-OFF switch. Routine maintenance alarm light visible on front panel.
• Front panel in and out airflow (air-cooled model only) for built-in installation.
• Front access condenser air filter, removable and washable (air cooled model only).
• Ergonomically designed ice storage access, with disappearing door. Door-closing movement dampening system.
• PWD – Progressive Water Discharge: pumps excess residual water up to a distance of 15 meters.
• XSafe: natural sanitation system, integrated inside the ice maker and operating automatically 24/7 to keep equipment clean & safe.","إنتاج مكعبات ثلج شفافة صلبة بجودة فائقة
هيكل خارجي مقاوم للصدأ
مفتاح تشغيل/إيقاف أمامي سهل الوصول
إنذار صيانة مرئي على اللوحة الأمامية
تدفق هواء أمامي للتبريد (للموديلات المبردة بالهواء فقط)
فلتر مكثف أمامي يمكن تنظيفه بسهولة
تصميم مريح للوصول إلى تخزين الثلج بباب منزلق مخفي
نظام PWD – تفريغ الماء التدريجي: يضخ المياه الزائدة لمسافة تصل إلى 15 مترًا
XSafe: نظام تعقيم طبيعي مدمج يعمل تلقائيًا ",{},{},[],true,2025-01-24 17:23:57+00,2025-02-22 03:38:39+00
595,41,5,68,EC 227 Self Contained Ice Machine 165 kg,ماكينة صنع الثلج EC 227 – 165 كجم,EC 227,scotsman-ice-maker-ec-227-595,0.00,,"• Front access condenser air filter, removable and washable (air cooled
model only).
• Easily accessible front ON-OFF switch. Routine maintenance visible alarm
light on front panel.
• Ergonomically designed ice storage access, with disappearing door. Door-closing movement dampening system.
• PWD - Progressive Water Discharge: pumps excess residual water up to a
distance of 15 meters.
• XSafe: natural sanitation system, integrated inside the ice maker and operating automatically 24/7 to keep equipment clean & safe.","فلتر مكثف أمامي يمكن تنظيفه بسهولة (للموديلات المبردة بالهواء فقط)
مفتاح تشغيل/إيقاف أمامي سهل الوصول
إنذار صيانة مرئي على اللوحة الأمامية
تصميم مريح للوصول إلى تخزين الثلج بباب منزلق مخفي
نظام PWD - تفريغ الماء التدريجي: يضخ المياه الزائدة لمسافة تصل إلى 15 مترًا
XSafe: نظام تعقيم طبيعي مدمج يعمل تلقائيًا للحفاظ على نظافة الجهاز
",{},{},[],true,2025-01-24 17:28:08+00,2025-02-22 03:38:39+00
596,41,5,68,MXG 327 Modular Ice Machine 152 kg Item," ماكينة صنع الثلج MXG 327 – 152 كجم",MXG 327,scotsman-ice-maker-mxg-327-596,0.00,,"Individual transparent solid cube: each single cube is an artwork: crystal
clear and perfectly shaped, faithful to the Scotsman tradition.
Global standard footprint: strictly follows international imperial standard
commonly adopted in the industry of reference.
Electronic control board with self diagnostic and malfunction alarms.
External indicator lights: keeps ice maker's operations under constant
surveillance.
Front access condenser air filter, removable and washable (air cooled
version only).
Clean alert: advises with a blink when it’s time to clean the filter.
XSafe: natural sanitation system, integrated inside the ice maker and
operating automatically 24/7 to keep equipment clean & safe.","إنتاج مكعبات ثلج شفافة صلبة بجودة فائقة
تصميم عالمي يتبع المعايير القياسية الدولية
لوحة تحكم إلكترونية مع نظام تشخيص ذاتي وإنذارات للأعطال
مؤشرات ضوئية خارجية لمراقبة التشغيل باستمرار
فلتر مكثف أمامي يمكن تنظيفه بسهولة (للموديلات المبردة بالهواء فقط)
تنبيه تلقائي عند الحاجة لتنظيف الفلتر
XSafe: نظام تعقيم طبيعي مدمج يعمل تلقائيًا للحفاظ على نظافة الجهاز
",{},{},[],true,2025-01-24 17:30:47+00,2025-02-22 03:38:39+00
597,41,5,68,MXG 427 XSafe Modular Ice Machine 170 kg Item," ماكينة صنع الثلج MXG 427 XSafe – 170 كجم",MXG 427,scotsman-ice-maker-mxg-427-597,0.00,," Individual transparent solid supercube: each single cube is an artwork: crystal clear and perfectly shaped, faithful to the Scotsman tradition.
• Global standard footprint: strictly follows international imperial standard commonly adopted in the industry of reference.
• Electronic control: ambient and water temperatures may change throughout the years but your ice will stay the same.
• External indicator lights: keeps ice maker’s operations under constant surveillance.
• Front access condenser air filter: a do-it-yourself cleaning operation that saves time and money and makes your ice maker live longer.
• Clean alert: advises with a blink when it’s time to clean the filter.
• XSafe: natural sanitation system, integrated inside the ice maker and operating automatically 24/7 to keep equipment clean & safe.","إنتاج مكعبات ثلج شفافة صلبة بجودة فائقة
تصميم عالمي متوافق مع المعايير الدولية
تحكم إلكتروني يضمن استقرار جودة الثلج بغض النظر عن تغيرات درجة الحرارة
مؤشرات ضوئية خارجية لمراقبة التشغيل باستمرار
فلتر مكثف أمامي يمكن تنظيفه بسهولة مما يقلل تكاليف الصيانة
تنبيه تلقائي عند الحاجة لتنظيف الفلتر
XSafe: نظام تعقيم طبيعي مدمج يعمل تلقائيًا للحفاظ على نظافة الجهاز",{},{},[],true,2025-01-24 17:34:32+00,2025-02-22 03:38:39+00
598,41,5,68,MXG 437 XSafe Modular Ice Machine 195 kg Item," ماكينة صنع الثلج MXG 437 XSafe – 195 كجم",MXG 437,scotsman-ice-maker-mxg-437-598,0.00,,"Individual transparent solid cube: each single cube is an artwork: crystal
clear and perfectly shaped, faithful to the Scotsman tradition.
Global standard footprint: strictly follows international imperial standard
commonly adopted in the industry of reference.
Electronic control board with self diagnostic and malfunction alarms.
External indicator lights: keeps ice maker's operations under constant
surveillance.
Front access condenser air filter, removable and washable (air cooled
version only).
Clean alert: advises with a blink when it’s time to clean the filter.
XSafe: natural sanitation system, integrated inside the ice maker","مكعبات ثلج شفافة صلبة بجودة فائقة
تحكم إلكتروني مع نظام تشخيص ذاتي وتنبيهات للأعطال
مؤشرات ضوئية خارجية لمراقبة التشغيل باستمرار
فلتر مكثف أمامي يمكن تنظيفه بسهولة
تنبيه تلقائي عند الحاجة لتنظيف الفلتر
XSafe: نظام تعقيم طبيعي مدمج للحفاظ على نظافة الجهاز تلقائيًا
",{},{},[],true,2025-01-24 17:37:45+00,2025-02-22 03:38:39+00
599,41,5,68,SCOTSMAN MXG 638 – Modular Ice Machine 330 kg," ماكينة صنع الثلج SCOTSMAN MXG 638 – 330 كجم",MXG 638,scotsman-ice-maker-mxg-638-599,0.00,,"Electronic control: ambient and water temperatures may change throughout the years but your ice will stay the same.
External indicator lights: keeps ice maker’s operations under constant surveillance.
Front access condenser air filter: a do-it-yourself cleaning operation that saves time and money and makes your ice maker live longer.
Clean alert: advises with a blink when it’s time to clean the filter","تحكم إلكتروني يضمن استقرار جودة الثلج بغض النظر عن تغيرات درجات الحرارة
مؤشرات ضوئية خارجية لمراقبة تشغيل الجهاز باستمرار
فلتر مكثف أمامي يمكن تنظيفه بسهولة مما يقلل تكاليف الصيانة ويطيل عمر الجهاز
تنبيه تلقائي عند الحاجة لتنظيف الفلتر
",{},{},[],true,2025-01-24 17:42:26+00,2025-02-22 03:38:39+00
600,41,5,68,NU 100 Self Contained Ice Machine 56 kg," ماكينة صنع الثلج NU 100 ذاتية الاحتواء - 56 كجم",NU 100,scotsman-ice-maker-nu-100-600,0.00,,"One touch cleaning: reduces labor costs and saves time and simplifies cleaning process.
Routine Maintenance visible alarm light on front panel.
Built-in storage bin: allows undercounter installations for easier fit-in solution, specifically for coffee shops.","تدفق هواء أمامي للداخل والخارج، مما يلغي الحاجة لترك مساحة خلفية
هيكل خارجي مقاوم للصدأ لضمان المتانة وطول العمر
مظهر خارجي أنيق يناسب بيئات العمل الاحترافية
فلتر مكثف سهل الوصول يمكن تنظيفه ذاتيًا لتقليل تكاليف الصيانة
باب منزلق يسهل الوصول إلى الثلج بلمسة واحدة، مما يسهل عمل الباريستا
الوصف:

نظام تنظيف بلمسة واحدة لتقليل تكاليف العمالة وتبسيط عملية التنظيف
ضوء تنبيه لصيانة روتينية على اللوحة الأمامية
سلة تخزين مدمجة تتيح إمكانية التثبيت تحت الطاولة، مما يوفر حلاً مثالياً للمقاهي
نظام تعقيم طبيعي XSafe مدمج يعمل تلقائيًا 24/7 للحفاظ على نظافة الجهاز وسلامته",{},{},[],true,2025-01-24 17:46:10+00,2025-02-22 03:38:39+00
601,41,5,68,NU 220 Self Contained Ice Machine 109 kg," ماكينة صنع الثلج NU 220 ذاتية الاحتواء - 109 كجم",NU 220,scotsman-ice-maker-nu-220-601,0.00,,"• Front-in & front-out air flow: no need to leave space on the back.
• Resistant stainless steel exterior.
• High grade appearance.
• Front access condenser air filter: a do-it-yourself cleaning operation that
saves time and money and makes your ice maker live longer.
• Ergonomic access to ice with sliding disappearing door: one touch door
lift makes barman’s life significantly easier.
• One touch cleaning: reduces labor costs and saves time and simplifies
cleaning process.
• Routine Maintenance visible alarm light on front panel.
• Built-in storage bin: allows undercounter installations for easier fit-in
solution, specifically for coffee shops.
• XSafe: natural sanitation system, integrated inside the ice maker and operating automatically 24/7 to keep equipment clean & safe.","تدفق هواء أمامي للداخل والخارج، لا حاجة لترك مساحة خلفية
هيكل خارجي مقاوم للصدأ لضمان المتانة
مظهر عالي الجودة يناسب بيئات العمل الاحترافية
فلتر مكثف سهل الوصول يمكن تنظيفه ذاتيًا لتقليل تكاليف الصيانة
تصميم مريح مع باب منزلق للوصول السهل للثلج
نظام تنظيف بلمسة واحدة لتقليل تكاليف العمالة وتبسيط عملية التنظيف
ضوء تنبيه لصيانة روتينية على اللوحة الأمامية
سلة تخزين مدمجة تناسب التثبيت تحت الطاولة، مثالية للمقاهي
نظام تعقيم طبيعي XSafe مدمج يعمل تلقائيًا على ",{},{},[],true,2025-01-24 17:51:47+00,2025-02-22 03:38:39+00
602,41,5,68,NU 300 Self Contained Ice Machine 142 kg,ماكينة صنع الثلج NU 300 ذاتية الاحتواء - 142 كجم,NU 300,scotsman-ice-maker-nu-300-602,0.00,,"Front-in & front-out air flow: no need to leave space on the back.
• Resistant stainless steel exterior.
• High grade appearance.
• Front access condenser air filter: a do-it-yourself cleaning operation that saves time and money and makes your ice maker live longer.
• Ergonomic access to ice with sliding disappearing door: one touch door lift makes barman’s life significantly easier.
• One touch cleaning: reduces labour costs and saves time and simplifies cleaning process.
• Routine Maintenance visible alarm light on front panel.
• Built-in storage bin: allows undercounter installations for easier fit-in solution, specifically for coffee shops.
• XSafe: natural sanitation system, integrated inside the ice maker and operating automatically 24/7 to keep equipment clean & safe.","تدفق هواء أمامي للداخل والخارج، مما يلغي الحاجة لمسافة خلفية إضافية
تصميم خارجي مقاوم للصدأ لمتانة طويلة الأمد
سهولة الوصول إلى فلتر المكثف لتنظيفه ذاتيًا
باب منزلق للوصول السهل للثلج
تنظيف بلمسة واحدة لتقليل تكاليف العمالة وتسهيل الصيانة
نظام تعقيم طبيعي XSafe مدمج يعمل تلقائيًا 24/7 للحفاظ على نظافة الجهاز وسلامته.",{},{},[],true,2025-01-24 17:54:13+00,2025-02-22 03:38:39+00
603,41,5,68,NW 457 Modular Ice Machine 216 kg," ماكينة صنع الثلج NW 457 المعيارية - 216 كجم",NW 457,scotsman-ice-maker-nw-457-603,0.00,,"Vertical Cube System
T304 Stainless Steel Panels
Proximity Condenser Air Filter
Auto-alert Indicator Lights
Air & Water Cooled Condenser Options
One touch cleaning with one push of a button - streamlined cleaning process
Immediate access to the evaporating plate for quick self-maintenance operations
Supplied with the NB393 storage bin
Output: 216kg / 24 hrs
Bin Capacity: 178 KG
Dimensions: 768(W) x 843(D) x 1620(H)mm
Dimensions (Head Only): 760(W) x 620(D) x 575(H)mm
Power: 230V, 13 amp plug in
Weight: 116 KG","نظام تصنيع مكعبات عمودي
ألواح من الفولاذ المقاوم للصدأ T304
مصابيح تنبيه تلقائية
خيارات مكثف مبرد بالهواء والماء
تنظيف بلمسة واحدة لتسهيل عملية التنظيف وتقليل تكاليف العمالة
سهولة الوصول إلى المبخر لإجراء صيانة ذاتية سريعة
مزود بسلة تخزين NB393
نظام تعقيم طبيعي XSafe مدمج يعمل تلقائيًا 24/7 للحفاظ على نظافة الجهاز وسلامته",{},{},[],true,2025-01-24 17:57:24+00,2025-02-22 03:38:39+00
604,41,5,68,NW 507 Modular Ice Machine 210 kg," ماكينة صنع الثلج NW 507 المعيارية - 210 كجم",NW 507,scotsman-ice-maker-nw-507-604,0.00,,"Scotsman NW modular ice machines require a suitable ice storage bin to compliment the production capabilities of the head unit.

Scotsman manufacture a range of ice bins in the NB/SB and UBH series. These ice storage solutions come in a variety of different dimensions and capacities allowing you to customise an ice production solution that’s perfect for your specific business needs.

Larger modular ice machines could benefit from being paired with either SIS or ITS ice transport bin which make the handling of large volumes of ice easier and more hygienic.","
يتطلب سلة تخزين ثلج مناسبة لتكملة قدرات إنتاج الرأس.
مجموعة متنوعة من سعات وأبعاد سلات التخزين لتخصيص حل إنتاج ثلج مثالي لاحتياجاتك.
خيار استخدام صناديق نقل الثلج SIS أو ITS لتسهيل التعامل مع كميات كبيرة من الثلج بطريقة أكثر صحية.
نظام تعقيم طبيعي XSafe مدمج يعمل تلقائيًا 24/7 للحفاظ على نظافة الجهاز وسلامته.
",{},{},[],true,2025-01-24 18:00:54+00,2025-02-22 03:38:39+00
605,41,5,68,NW 1008 Modular Ice Machine 485 kg," ماكينة صنع الثلج NW 1008 المعيارية - 485 كجم",NW 1008,scotsman-ice-maker-nw-1008-605,0.00,,"Vertical Cube System.
• T304 Stainless Steel Panels.
• Auto-alert Indicator Lights.
• Global standard footprint: strictly follows international imperial standards commonly adopted in the industry of reference.
• One touch cleaning: reduces labour costs and saves time and simplifies cleaning process.
• Front evaporator access: immediate access to the evaporating plate for quick self-maintenance operations.
• Head only ice maker: requires a separate storage bin to collect the ice produced.
• Space saving top air discharge: no need of side clearance.
• XSafe: natural sanitation system, integrated inside the ice maker and operating automatically 24/7 to keep equipment clean & safe.","
نظام تصنيع مكعبات عمودي
ألواح من الفولاذ المقاوم للصدأ T304
مصابيح تنبيه تلقائية
تصميم عالمي يتبع المعايير الدولية الصناعية
تنظيف بلمسة واحدة لتقليل تكاليف العمالة وتسهيل عملية التنظيف
سهولة الوصول إلى المبخر لإجراء صيانة ذاتية سريعة
وحدة صنع ثلج فقط (يتطلب سلة تخزين منفصلة لجمع الثلج المنتج)
تصريف هواء علوي لتوفير المساحة دون الحاجة لتوفير مساحة جانبية
نظام تعقيم طبيعي XSafe مدمج يعمل تلقائيًا 24/7",{},{},[],true,2025-01-24 18:02:18+00,2025-02-22 03:38:39+00
606,41,5,68,NW 1408 Modular Ice Machine 640 kg,ماكينة صنع الثلج NW 1408 المعيارية - 640 كجم,NW 1408,scotsman-ice-maker-nw-1408-606,0.00,,"Vertical Cube System.
• T304 Stainless Steel Panels.
• Auto-alert Indicator Lights.
• Global standard footprint: strictly follows international imperial standards commonly adopted in the industry of reference.
• One touch cleaning: reduces labour costs and saves time and simplifies cleaning process.
• Front evaporator access: immediate access to the evaporating plate for quick self-maintenance operations.
• Head only ice maker: requires a separate storage bin to collect the ice produced.
• Space saving top air discharge: no need of side clearance.
• XSafe: natural sanitation system, integrated inside the ice maker and operating automatically 24/7 to keep equipment clean & safe.","
نظام تصنيع مكعبات عمودي
ألواح من الفولاذ المقاوم للصدأ T304
مصابيح تنبيه تلقائية
تصميم عالمي يتبع المعايير الدولية الصناعية
تنظيف بلمسة واحدة لتقليل تكاليف العمالة وتسهيل عملية التنظيف
سهولة الوصول إلى المبخر لإجراء صيانة ذاتية سريعة
وحدة صنع ثلج فقط (يتطلب سلة تخزين منفصلة لجمع الثلج المنتج)
تصريف هواء علوي لتوفير المساحة دون الحاجة لتوفير مساحة جانبية
نظام تعقيم طبيعي XSafe مدمج يعمل تلقائيًا 24/7 للحفاظ على نظافة الجهاز وسلامته
",{},{},[],true,2025-01-24 18:05:49+00,2025-02-22 03:38:39+00
607,41,5,68,AFC 87 Self Contained Ice Machine 74 kg,ماكينة صنع الثلج AFC 87 ذاتية التشغيل - 74 كجم,AFC 87,scotsman-ice-maker-afc-87-607,0.00,,"Produces granular shape ice flakes, 75% hardness
• Electronically controlled operation, with self-diagnostic functions with external alarm lights providing operational information for early alert and fast diagnosis of operating issues
• External Components constructed from corrosion-resistant stainless steel crafted for optimal aesthetic appeal through superior fit and finish
• Ergonomically convenient, slanted & disappearing storage bin door
• Front access for easier maintenance
• Front-in, front-out airflow allows for built-in installations
• Also available as AF80 LAB: specifically designed to be used with demineralised and distilled water.
• XSafe: natural sanitation system, integrated inside the ice maker and operating automatically 24/7 to keep equipment clean & safe","
إنتاج رقائق ثلج حبيبية بنسبة صلابة 75%
نظام تشغيل إلكتروني مزود بوظائف تشخيص ذاتي
مكونات خارجية مقاومة للصدأ
باب تخزين للثلج مائل وسهل الفتح
تصميم مناسب للتثبيت المدمج
نظام تعقيم XSafe مدمج للحفاظ على نظافة الجهاز تلقائيًا 24/7
",{},{},[],true,2025-01-24 18:09:55+00,2025-02-22 03:38:39+00
608,41,5,68,AFC 134 Self Contained Ice Machine 143 kg,ماكينة صنع الثلج AFC 134 ذاتية التشغيل - 143 كجم,AFC 134,scotsman-ice-maker-afc-134-608,0.00,,"• Produces “Cubelet” ice (compressed ice flakes). Ice scoop holder located within ice-storage bin.
• Resistant stainless steel exterior.
• Reliable electronic controls.
• Front panel in & out airflow (air-cooled model only) for built-in installation.
• Front access condenser air filter, removable and washable (air cooled version only). Optional “Demineralized Water” adaptor kit
• Easily accessible front panel mount ON-OFF Switch.
• Routine Maintenance visible alarm light on front panel.
• Ergonomically designed ice-storage access, with disappearing door. Door-closing movement dampening system.
• XSafe: natural sanitation system, integrated inside the ice maker and operating automatically 24/7 to keep equipment clean & safe.","
تنتج ثلجًا مضغوطًا على شكل مكعبات صغيرة
حاوية مقاومة للصدأ
نظام تحكم إلكتروني موثوق
نظام تدفق هواء أمامي للتبريد الفعال
فلتر مكثف أمامي قابل للإزالة والتنظيف
مفتاح تشغيل/إيقاف أمامي سهل الوصول
نظام تعقيم XSafe مدمج يعمل تلقائيًا 24/7
",{},{},[],true,2025-01-24 18:11:56+00,2025-02-22 03:38:39+00
609,41,5,68,Scotsman NU 150 AS OX - 85 kg - XSafe Self Contained Dice Ice Maker," ماكينة صنع مكعبات الثلج Scotsman NU 150 AS OX - 85 كجم - بنظام تعقيم XSafe",NU 150 AS OX,scotsman-ice-maker-nu-150-as-ox-609,1341.00,,"Width: 600mm
Depth: 610mm
Height: 770mm (including feet)
Nett weight: 50kg
Packed weight: 62kg
Water consumption
Air cooled version:
NU 150 AS: 3.3 litres per hour
NUH 150 AS, NUL 150 AS: 3.4 litres per hour
","العرض: 600 مم
العمق: 610 مم
الارتفاع: 770 مم (بما في ذلك الأرجل)
الوزن الصافي: 50 كجم
الوزن الإجمالي: 62 كجم
استهلاك المياه: 3.3 لتر/ساعة (إصدار التبريد بالهواء)
",{},{},[],true,2025-01-25 12:50:54+00,2025-02-22 03:38:39+00
613,41,5,68,DXN 107 Ice Machine/Dispenser 70 kg," ماكينة صنع وتوزيع الثلج DXN 107 بسعة 70 كجم",DXN 107,scotsman-ice-maker-dxn-107-613,0.00,,"Up to 1.9 litres per hour
Cubelet Ice
Functional and stylish design
Compact Ice, Ice & Water
• Compact ice or ice & water automatic dispenser, with appealing, contemporary “touch-screen” design.
• Ideal for free-refill self-service concepts with up to 1200 glasses filled per
day and capable of dispensing ice for up to 100 customers in queue at
one time.
• Available either touch-free or button activated.
• Possible to set ice only or ice & water on site and desired ice dosage
(from 1’’ to 15’’ or continuous).
• Fast & friendly cleaning mode for the end user.
• Algorithm signaling when reservoir is temporarily empty.
• Full frontal visibility of settings and errors for preventative service checkup.
• Accessory: on request, it can be installed upon a specifically designed
cabinet.","ماكينة توزيع ثلج أو ثلج وماء مدمجة بتصميم عصري يعمل باللمس
مثالية لمفاهيم الخدمة الذاتية، قادرة على ملء ما يصل إلى 1200 كوب يوميًا وتخدم حتى 100 عميل في نفس الوقت
متوفرة بخيارين: بدون لمس أو بزر للتشغيل
إمكانية ضبط توزيع الثلج فقط أو الثلج والماء مع إمكانية تحديد كمية الثلج (من 1 إلى 15 ثانية أو بشكل مستمر)
وضع تنظيف سريع وسهل للمستخدم
خوارزمية تنبيه عند نفاد المخزون مؤقتًا
رؤية كاملة من الأمام للإعدادات والتنبيهات لتسهيل عمليات الصيانة الوقائية
ملحق اختياري: يمكن تثبيتها على خزانة مصممة خصيصًا
",{},{},[],true,2025-01-26 22:08:00+00,2025-02-22 03:38:39+00
